source,artifact_type,snapshot_filename,document_id,metadata_filename
prwp,figure,document_6731296_figure_016.png,document_6731296,document_6731296.json
prwp,table,document_6731296_table_007.png,document_6731296,document_6731296.json
prwp,figure,document_698112_figure_001.png,document_698112,document_698112.json
prwp,figure,document_699791_figure_004.png,document_699791,document_699791.json
prwp,table,document_7063025_table_001.png,document_7063025,document_7063025.json
prwp,table,document_7063025_table_008.png,document_7063025,document_7063025.json
prwp,table,document_7063034_table_005.png,document_7063034,document_7063034.json
prwp,table,document_7063034_table_008.png,document_7063034,document_7063034.json
prwp,table,document_7095002_table_000.png,document_7095002,document_7095002.json
prwp,table,document_7095002_table_002.png,document_7095002,document_7095002.json
prwp,table,document_717473_table_018.png,document_717473,document_717473.json
prwp,table,document_717473_table_019.png,document_717473,document_717473.json
prwp,table,document_7255556_table_001.png,document_7255556,document_7255556.json
prwp,table,document_7255556_table_005.png,document_7255556,document_7255556.json
prwp,table,document_7367692_table_004.png,document_7367692,document_7367692.json
prwp,table,document_7367692_table_005.png,document_7367692,document_7367692.json
prwp,figure,document_7581269_figure_000.png,document_7581269,document_7581269.json
prwp,figure,document_8772744_figure_000.png,document_8772744,document_8772744.json
prwp,figure,document_8772744_figure_012.png,document_8772744,document_8772744.json
prwp,table,document_8886604_table_005.png,document_8886604,document_8886604.json
prwp,figure,document_8921763_figure_000.png,document_8921763,document_8921763.json
prwp,table,document_9087385_table_002.png,document_9087385,document_9087385.json
refugee,table,002_BOSIB-ca473522-8ad0-4c80-9f0d-88bf887f2a2f_table_001.png,002_BOSIB-ca473522-8ad0-4c80-9f0d-88bf887f2a2f,002_BOSIB-ca473522-8ad0-4c80-9f0d-88bf887f2a2f.json
refugee,figure,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112_figure_000.png,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112.json
refugee,table,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112_table_002.png,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112.json
refugee,table,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112_table_006.png,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112.json
refugee,table,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112_table_008.png,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112.json
refugee,table,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112_table_009.png,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112,004_BOSIB-87c444de-4797-4bf9-b654-4932a7fb0112.json
refugee,figure,005_BOSIB-8191b179-7209-4faa-b5e0-11783bcd492d_figure_001.png,005_BOSIB-8191b179-7209-4faa-b5e0-11783bcd492d,005_BOSIB-8191b179-7209-4faa-b5e0-11783bcd492d.json
refugee,table,005_BOSIB-8191b179-7209-4faa-b5e0-11783bcd492d_table_006.png,005_BOSIB-8191b179-7209-4faa-b5e0-11783bcd492d,005_BOSIB-8191b179-7209-4faa-b5e0-11783bcd492d.json
refugee,figure,006_BOSIB-2c22668f-f4ba-42f5-a0d1-7949b7b8fe34_figure_000.png,006_BOSIB-2c22668f-f4ba-42f5-a0d1-7949b7b8fe34,006_BOSIB-2c22668f-f4ba-42f5-a0d1-7949b7b8fe34.json
refugee,table,013_BOSIB0efb09b920d90858a0135df22da7d1_table_006.png,013_BOSIB0efb09b920d90858a0135df22da7d1,013_BOSIB0efb09b920d90858a0135df22da7d1.json
refugee,table,020_P1781250bdd2b50b0b9720d5c17632331c_table_003.png,020_P1781250bdd2b50b0b9720d5c17632331c,020_P1781250bdd2b50b0b9720d5c17632331c.json
refugee,table,020_P1781250bdd2b50b0b9720d5c17632331c_table_010.png,020_P1781250bdd2b50b0b9720d5c17632331c,020_P1781250bdd2b50b0b9720d5c17632331c.json
refugee,figure,027_Jordan-Emergency-Food-Security-Project_figure_001.png,027_Jordan-Emergency-Food-Security-Project,027_Jordan-Emergency-Food-Security-Project.json
refugee,table,040_Iraq-COVID-19-Vaccination-Project_table_000.png,040_Iraq-COVID-19-Vaccination-Project,040_Iraq-COVID-19-Vaccination-Project.json
refugee,table,051_Pakistan-Balochistan-Human-Capital-Investment-Project_table_000.png,051_Pakistan-Balochistan-Human-Capital-Investment-Project,051_Pakistan-Balochistan-Human-Capital-Investment-Project.json
refugee,table,051_Pakistan-Balochistan-Human-Capital-Investment-Project_table_001.png,051_Pakistan-Balochistan-Human-Capital-Investment-Project,051_Pakistan-Balochistan-Human-Capital-Investment-Project.json
refugee,figure,054_Sudan-Basic-Education-Emergency-Support-Project_figure_000.png,054_Sudan-Basic-Education-Emergency-Support-Project,054_Sudan-Basic-Education-Emergency-Support-Project.json
refugee,figure,054_Sudan-Basic-Education-Emergency-Support-Project_figure_001.png,054_Sudan-Basic-Education-Emergency-Support-Project,054_Sudan-Basic-Education-Emergency-Support-Project.json
refugee,figure,054_Sudan-Basic-Education-Emergency-Support-Project_figure_002.png,054_Sudan-Basic-Education-Emergency-Support-Project,054_Sudan-Basic-Education-Emergency-Support-Project.json
refugee,figure,054_Sudan-Basic-Education-Emergency-Support-Project_figure_004.png,054_Sudan-Basic-Education-Emergency-Support-Project,054_Sudan-Basic-Education-Emergency-Support-Project.json
refugee,figure,054_Sudan-Basic-Education-Emergency-Support-Project_figure_005.png,054_Sudan-Basic-Education-Emergency-Support-Project,054_Sudan-Basic-Education-Emergency-Support-Project.json
refugee,table,054_Sudan-Basic-Education-Emergency-Support-Project_table_004.png,054_Sudan-Basic-Education-Emergency-Support-Project,054_Sudan-Basic-Education-Emergency-Support-Project.json
refugee,figure,056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,056_Niger-COVID-19-Emergency-Response-Project,056_Niger-COVID-19-Emergency-Response-Project.json
refugee,table,056_Niger-COVID-19-Emergency-Response-Project_table_000.png,056_Niger-COVID-19-Emergency-Response-Project,056_Niger-COVID-19-Emergency-Response-Project.json
refugee,table,056_Niger-COVID-19-Emergency-Response-Project_table_003.png,056_Niger-COVID-19-Emergency-Response-Project,056_Niger-COVID-19-Emergency-Response-Project.json
refugee,figure,060_Yemen-Emergency-COVID-19-Project_figure_000.png,060_Yemen-Emergency-COVID-19-Project,060_Yemen-Emergency-COVID-19-Project.json
refugee,table,060_Yemen-Emergency-COVID-19-Project_table_005.png,060_Yemen-Emergency-COVID-19-Project,060_Yemen-Emergency-COVID-19-Project.json
refugee,table,074_Djibouti-Integrated-Cash-Transfer-and-Human-Capital-Project_table_003.png,074_Djibouti-Integrated-Cash-Transfer-and-Human-Capital-Project,074_Djibouti-Integrated-Cash-Transfer-and-Human-Capital-Project.json
refugee,table,091_PAD2604-ARABIC-PUBLIC-Project-Appraisal-Document-PAD-AR_table_008.png,091_PAD2604-ARABIC-PUBLIC-Project-Appraisal-Document-PAD-AR,091_PAD2604-ARABIC-PUBLIC-Project-Appraisal-Document-PAD-AR.json
refugee,table,099_PAD2358-ARABIC-PAD-LebanonHealthResilienceArabicPAD_table_001.png,099_PAD2358-ARABIC-PAD-LebanonHealthResilienceArabicPAD,099_PAD2358-ARABIC-PAD-LebanonHealthResilienceArabicPAD.json
refugee,table,100_Lebanon-Health-PAD-PAD2358-06152017_table_003.png,100_Lebanon-Health-PAD-PAD2358-06152017,100_Lebanon-Health-PAD-PAD2358-06152017.json
refugee,table,112_IDAR2016-0221-PAD-09012016_table_004.png,112_IDAR2016-0221-PAD-09012016,112_IDAR2016-0221-PAD-09012016.json
refugee,table,117_Somali-Urban-Investment-Planning-Project_table_005.png,117_Somali-Urban-Investment-Planning-Project,117_Somali-Urban-Investment-Planning-Project.json
refugee,table,120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B_table_008.png,120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B,120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B.json
refugee,figure,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing.json
refugee,figure,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_001.png,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing.json
refugee,figure,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing.json
refugee,figure,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing.json
refugee,table,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_table_007.png,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing.json
refugee,table,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_table_018.png,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing,121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing.json
refugee,figure,134_PAD7340ARABIC00n0220020140Arabic01_figure_000.png,134_PAD7340ARABIC00n0220020140Arabic01,134_PAD7340ARABIC00n0220020140Arabic01.json
refugee,figure,134_PAD7340ARABIC00n0220020140Arabic01_figure_001.png,134_PAD7340ARABIC00n0220020140Arabic01,134_PAD7340ARABIC00n0220020140Arabic01.json
refugee,figure,134_PAD7340ARABIC00n0220020140Arabic01_figure_002.png,134_PAD7340ARABIC00n0220020140Arabic01,134_PAD7340ARABIC00n0220020140Arabic01.json
refugee,figure,161_28046_figure_001.png,161_28046,161_28046.json
refugee,table,161_28046_table_008.png,161_28046,161_28046.json
refugee,figure,189_multi-page_figure_000.png,189_multi-page,189_multi-page.json
refugee,figure,191_multi-page_figure_000.png,191_multi-page,191_multi-page.json
refugee,figure,191_multi-page_figure_001.png,191_multi-page,191_multi-page.json
refugee,figure,191_multi-page_figure_003.png,191_multi-page,191_multi-page.json
refugee,figure,193_multi-page_figure_000.png,193_multi-page,193_multi-page.json
refugee,figure,193_multi-page_figure_001.png,193_multi-page,193_multi-page.json
refugee,figure,194_multi-page_figure_000.png,194_multi-page,194_multi-page.json
refugee,figure,194_multi-page_figure_002.png,194_multi-page,194_multi-page.json
refugee,table,194_multi-page_table_003.png,194_multi-page,194_multi-page.json
refugee,figure,195_multi-page_figure_000.png,195_multi-page,195_multi-page.json
refugee,table,195_multi-page_table_012.png,195_multi-page,195_multi-page.json
refugee,figure,196_multi-page_figure_000.png,196_multi-page,196_multi-page.json
refugee,table,197_multi-page_table_004.png,197_multi-page,197_multi-page.json
refugee,figure,199_multi0page_figure_001.png,199_multi0page,199_multi0page.json
refugee,table,199_multi0page_table_005.png,199_multi0page,199_multi0page.json
refugee,figure,200_multi-page_figure_000.png,200_multi-page,200_multi-page.json
refugee,figure,200_multi-page_figure_001.png,200_multi-page,200_multi-page.json
refugee,figure,200_multi-page_figure_002.png,200_multi-page,200_multi-page.json
refugee,table,200_multi-page_table_001.png,200_multi-page,200_multi-page.json
refugee,table,200_multi-page_table_003.png,200_multi-page,200_multi-page.json
refugee,table,200_multi-page_table_004.png,200_multi-page,200_multi-page.json
refugee,table,200_multi-page_table_013.png,200_multi-page,200_multi-page.json
refugee,figure,202_multi0page_figure_000.png,202_multi0page,202_multi0page.json
refugee,table,202_multi0page_table_009.png,202_multi0page,202_multi0page.json
refugee,figure,203_multi-page_figure_003.png,203_multi-page,203_multi-page.json
unhcr,table,08072015_northgovernorateprofile_table_000.png,08072015_northgovernorateprofile,08072015_northgovernorateprofile_metadata.json
unhcr,table,108733-revised-public-wb-unhcr-policy-brief-final_table_000.png,108733-revised-public-wb-unhcr-policy-brief-final,108733-revised-public-wb-unhcr-policy-brief-final_metadata.json
unhcr,table,20220908_unhcr_cuamm_gbv_safety_audit_cariaco_pemba_june_2022_table_000.png,20220908_unhcr_cuamm_gbv_safety_audit_cariaco_pemba_june_2022,20220908_unhcr_cuamm_gbv_safety_audit_cariaco_pemba_june_2022_metadata.json
unhcr,table,20220908_unhcr_cuamm_gbv_safety_audit_josina_machel_pemba_june_2022_table_000.png,20220908_unhcr_cuamm_gbv_safety_audit_josina_machel_pemba_june_2022,20220908_unhcr_cuamm_gbv_safety_audit_josina_machel_pemba_june_2022_metadata.json
unhcr,figure,20231228_acaps_yemen_analysis_hub_forced_evictions_analysis_figure_001.png,20231228_acaps_yemen_analysis_hub_forced_evictions_analysis,20231228_acaps_yemen_analysis_hub_forced_evictions_analysis_metadata.json
unhcr,figure,2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_figure_003.png,2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf,2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_metadata.json
unhcr,table,2024_critical_funding_needs_-_europe_table_000.png,2024_critical_funding_needs_-_europe,2024_critical_funding_needs_-_europe_metadata.json
unhcr,table,210220_pau_ituri-province-dr-congo_february-2022_table_002.png,210220_pau_ituri-province-dr-congo_february-2022,210220_pau_ituri-province-dr-congo_february-2022_metadata.json
unhcr,figure,3rp-2018-progress-report-jan-june-2018_figure_014.png,3rp-2018-progress-report-jan-june-2018,3rp-2018-progress-report-jan-june-2018_metadata.json
unhcr,figure,57319_figure_018.png,57319,57319_metadata.json
unhcr,table,57319_table_001.png,57319,57319_metadata.json
unhcr,figure,57696_figure_000.png,57696,57696_metadata.json
unhcr,figure,66890_figure_002.png,66890,66890_metadata.json
unhcr,figure,68487_figure_000.png,68487,68487_metadata.json
unhcr,table,75463_table_000.png,75463,75463_metadata.json
unhcr,figure,acnur_anlisis-madre_de_dios_vf_figure_000.png,acnur_anlisis-madre_de_dios_vf,acnur_anlisis-madre_de_dios_vf_metadata.json
unhcr,figure,acnur_anlisis-madre_de_dios_vf_figure_024.png,acnur_anlisis-madre_de_dios_vf,acnur_anlisis-madre_de_dios_vf_metadata.json
unhcr,figure,acnur_anlisis-madre_de_dios_vf_figure_026.png,acnur_anlisis-madre_de_dios_vf,acnur_anlisis-madre_de_dios_vf_metadata.json
unhcr,table,brazil_-_cash-based_interventions_report_-_december_2021_table_005.png,brazil_-_cash-based_interventions_report_-_december_2021,brazil_-_cash-based_interventions_report_-_december_2021_metadata.json
unhcr,figure,cimp_quarterly_report_2020_q3_figure_005.png,cimp_quarterly_report_2020_q3,cimp_quarterly_report_2020_q3_metadata.json
unhcr,figure,echoes_en_8_figure_000.png,echoes_en_8,echoes_en_8_metadata.json
unhcr,table,ehagl_-_annual_gender_equality_update_2024_final_table_000.png,ehagl_-_annual_gender_equality_update_2024_final,ehagl_-_annual_gender_equality_update_2024_final_metadata.json
unhcr,table,ehagl_knowledge_summary_-_kenya_wb-unhcr_data_and_evidence_collaboration_table_001.png,ehagl_knowledge_summary_-_kenya_wb-unhcr_data_and_evidence_collaboration,ehagl_knowledge_summary_-_kenya_wb-unhcr_data_and_evidence_collaboration_metadata.json
unhcr,figure,full_docu_figure_002.png,full_docu,full_docu_metadata.json
unhcr,figure,gbv_aor_-_corrane_meconta_situation_analysis_march_2022_figure_003.png,gbv_aor_-_corrane_meconta_situation_analysis_march_2022,gbv_aor_-_corrane_meconta_situation_analysis_march_2022_metadata.json
unhcr,figure,jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,jordan_gbv_ims_task_force_-_2020_annual_report_-_v04,jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_metadata.json
unhcr,figure,jun_2023_rbsa_population_data_analysis_figure_013.png,jun_2023_rbsa_population_data_analysis,jun_2023_rbsa_population_data_analysis_metadata.json
unhcr,table,jun_2023_rbsa_population_data_analysis_table_000.png,jun_2023_rbsa_population_data_analysis,jun_2023_rbsa_population_data_analysis_metadata.json
unhcr,figure,lebanonhaus2016final_figure_011.png,lebanonhaus2016final,lebanonhaus2016final_metadata.json
unhcr,table,lebanoninter-agencythematicupdate-youthstudy-22august2014_table_001.png,lebanoninter-agencythematicupdate-youthstudy-22august2014,lebanoninter-agencythematicupdate-youthstudy-22august2014_metadata.json
unhcr,table,note-dinformation---le-mouvement-des-rapatries-spontanes-dans-les-territoires-de-djugu-et-mahagi---ituri---11-10-2019_0_table_000.png,note-dinformation---le-mouvement-des-rapatries-spontanes-dans-les-territoires-de-djugu-et-mahagi---ituri---11-10-2019_0,note-dinformation---le-mouvement-des-rapatries-spontanes-dans-les-territoires-de-djugu-et-mahagi---ituri---11-10-2019_0_metadata.json
unhcr,table,note_2023_v3_table_000.png,note_2023_v3,note_2023_v3_metadata.json
unhcr,figure,note_explicative_sur_le_financement_2022-detaillee-_feb2022_figure_001.png,note_explicative_sur_le_financement_2022-detaillee-_feb2022,note_explicative_sur_le_financement_2022-detaillee-_feb2022_metadata.json
unhcr,figure,nov_2023_rbsa_population_data_analysis_figure_002.png,nov_2023_rbsa_population_data_analysis,nov_2023_rbsa_population_data_analysis_metadata.json
unhcr,table,nov_2023_rbsa_population_data_analysis_table_000.png,nov_2023_rbsa_population_data_analysis,nov_2023_rbsa_population_data_analysis_metadata.json
unhcr,table,pakistan_protection-analysis_oct_2022_final_0_table_000.png,pakistan_protection-analysis_oct_2022_final_0,pakistan_protection-analysis_oct_2022_final_0_metadata.json
unhcr,table,points_saillants-situation_de_protection_decembre_2023_vf_table_000.png,points_saillants-situation_de_protection_decembre_2023_vf,points_saillants-situation_de_protection_decembre_2023_vf_metadata.json
unhcr,table,points_saillants-situation_de_protection_decembre_2023_vf_table_002.png,points_saillants-situation_de_protection_decembre_2023_vf,points_saillants-situation_de_protection_decembre_2023_vf_metadata.json
unhcr,table,points_saillants-situation_de_protection_decembre_2023_vf_table_003.png,points_saillants-situation_de_protection_decembre_2023_vf,points_saillants-situation_de_protection_decembre_2023_vf_metadata.json
unhcr,table,points_saillants-situation_de_protection_decembre_2023_vf_table_006.png,points_saillants-situation_de_protection_decembre_2023_vf,points_saillants-situation_de_protection_decembre_2023_vf_metadata.json
unhcr,figure,points_saillants_situation_de_protection_rdc_avril_2024_240523_figure_000.png,points_saillants_situation_de_protection_rdc_avril_2024_240523,points_saillants_situation_de_protection_rdc_avril_2024_240523_metadata.json
unhcr,figure,points_saillants_situation_de_protection_sept_2023_figure_005.png,points_saillants_situation_de_protection_sept_2023,points_saillants_situation_de_protection_sept_2023_metadata.json
unhcr,table,points_saillants_situation_de_protection_sept_2023_table_001.png,points_saillants_situation_de_protection_sept_2023,points_saillants_situation_de_protection_sept_2023_metadata.json
unhcr,table,points_saillants_situation_de_protection_sept_2023_table_002.png,points_saillants_situation_de_protection_sept_2023,points_saillants_situation_de_protection_sept_2023_metadata.json
unhcr,figure,protection_risk_analysis_report_oct_2014_figure_007.png,protection_risk_analysis_report_oct_2014,protection_risk_analysis_report_oct_2014_metadata.json
unhcr,table,protection_risk_analysis_report_oct_2014_table_000.png,protection_risk_analysis_report_oct_2014,protection_risk_analysis_report_oct_2014_metadata.json
unhcr,table,protection_risk_analysis_report_oct_2014_table_002.png,protection_risk_analysis_report_oct_2014,protection_risk_analysis_report_oct_2014_metadata.json
unhcr,figure,protection_sector_analysis_report_figure_013.png,protection_sector_analysis_report,protection_sector_analysis_report_metadata.json
unhcr,table,rapport_de_la_formation_sur_les_questions_transversales_pour_le_groupe_des_charges_de_communication_et_de_plaidoyer_humanitaire_de_lehp_table_001.png,rapport_de_la_formation_sur_les_questions_transversales_pour_le_groupe_des_charges_de_communication_et_de_plaidoyer_humanitaire_de_lehp,rapport_de_la_formation_sur_les_questions_transversales_pour_le_groupe_des_charges_de_communication_et_de_plaidoyer_humanitaire_de_lehp_metadata.json
unhcr,figure,rapport_du_monitoring_de_protection_de_la_region_de_diffa_au_niger_janvier_2022_figure_004.png,rapport_du_monitoring_de_protection_de_la_region_de_diffa_au_niger_janvier_2022,rapport_du_monitoring_de_protection_de_la_region_de_diffa_au_niger_janvier_2022_metadata.json
unhcr,table,rapport_du_monitoring_de_protection_de_la_region_de_diffa_du_mois_de_octobre_2022_ciaud_niger_table_004.png,rapport_du_monitoring_de_protection_de_la_region_de_diffa_du_mois_de_octobre_2022_ciaud_niger,rapport_du_monitoring_de_protection_de_la_region_de_diffa_du_mois_de_octobre_2022_ciaud_niger_metadata.json
unhcr,figure,rapport_mensuel_monitoring_de_protection_de_la_region_de_maradi_au_niger_octobre_2022_figure_005.png,rapport_mensuel_monitoring_de_protection_de_la_region_de_maradi_au_niger_octobre_2022,rapport_mensuel_monitoring_de_protection_de_la_region_de_maradi_au_niger_octobre_2022_metadata.json
unhcr,figure,rbsa_population_data_analysis_aug_2022_figure_006.png,rbsa_population_data_analysis_aug_2022,rbsa_population_data_analysis_aug_2022_metadata.json
unhcr,table,rbsa_population_data_analysis_aug_2022_table_000.png,rbsa_population_data_analysis_aug_2022,rbsa_population_data_analysis_aug_2022_metadata.json
unhcr,table,rdc_protection_points_saillants_protection_rdc_septembre-octobre_2022_table_001.png,rdc_protection_points_saillants_protection_rdc_septembre-octobre_2022,rdc_protection_points_saillants_protection_rdc_septembre-octobre_2022_metadata.json
unhcr,table,reach_yem_methodologynote_hva_floodsusceptibility_01apr2020_en_v2_table_001.png,reach_yem_methodologynote_hva_floodsusceptibility_01apr2020_en_v2,reach_yem_methodologynote_hva_floodsusceptibility_01apr2020_en_v2_metadata.json
unhcr,figure,refugee_and_migrant_children_in_europe_-_accompanied_unaccompanied_and_separated_-_overview_of_trends_january_-_december_2020_figure_007.png,refugee_and_migrant_children_in_europe_-_accompanied_unaccompanied_and_separated_-_overview_of_trends_january_-_december_2020,refugee_and_migrant_children_in_europe_-_accompanied_unaccompanied_and_separated_-_overview_of_trends_january_-_december_2020_metadata.json
unhcr,figure,refugee_and_migrant_children_in_europe_-_accompanied_unaccompanied_and_separated_-_overview_of_trends_january_-_june_2020_figure_006.png,refugee_and_migrant_children_in_europe_-_accompanied_unaccompanied_and_separated_-_overview_of_trends_january_-_june_2020,refugee_and_migrant_children_in_europe_-_accompanied_unaccompanied_and_separated_-_overview_of_trends_january_-_june_2020_metadata.json
unhcr,table,sep_2023_rbsa_population_data_analysis_table_000.png,sep_2023_rbsa_population_data_analysis,sep_2023_rbsa_population_data_analysis_metadata.json
unhcr,figure,tcd_hcr_mouvements_mixtes_update_2021_q3_figure_006.png,tcd_hcr_mouvements_mixtes_update_2021_q3,tcd_hcr_mouvements_mixtes_update_2021_q3_metadata.json
unhcr,figure,tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,tcd_hcr_mouvements_mixtes_update_janv-mars_2023,tcd_hcr_mouvements_mixtes_update_janv-mars_2023_metadata.json
unhcr,table,uganda_ref_hum_needs_overview_-_full_version_fin2_0_table_000.png,uganda_ref_hum_needs_overview_-_full_version_fin2_0,uganda_ref_hum_needs_overview_-_full_version_fin2_0_metadata.json
unhcr,figure,unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar,unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_metadata.json
unhcr,figure,unhcr_brochure_on_underfunded_situations_in_2017_-_october_2017_figure_004.png,unhcr_brochure_on_underfunded_situations_in_2017_-_october_2017,unhcr_brochure_on_underfunded_situations_in_2017_-_october_2017_metadata.json
unhcr,figure,unhcr_global_report_2020_-_southern_africa_figure_010.png,unhcr_global_report_2020_-_southern_africa,unhcr_global_report_2020_-_southern_africa_metadata.json
